# Sech² Hyperbolic Analysis
move_index,gamma,shift_unified_value,hyperbolic_coherence,bit_size_shift,sech2_error_rate,bit_size_energy,sech2_bit_coupling
1088,1521.901909,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1089,1523.486047,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1090,1524.724892,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1091,1525.227837,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1092,1526.552312,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1093,1528.040930,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1094,1529.034457,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1095,1529.369975,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1096,1531.020743,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1097,1532.222327,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1098,1533.886978,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1099,1535.042277,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1100,1535.769502,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1101,1536.620702,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1102,1537.651062,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1103,1539.302855,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1104,1540.030270,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1105,1541.742249,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1106,1542.496523,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1107,1544.118670,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1108,1544.834608,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1109,1546.091198,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1110,1547.297581,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1111,1547.806564,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1112,1548.871348,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1113,1551.273845,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1114,1552.006873,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1115,1552.736105,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1116,1554.156519,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1117,1554.921285,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1118,1556.162987,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1119,1557.394507,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1120,1558.339153,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1121,1559.781154,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1122,1560.876476,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1123,1562.410153,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1124,1563.385401,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1125,1564.177940,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1126,1564.915788,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1127,1566.266416,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1128,1567.623451,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1129,1569.022478,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1130,1570.509278,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1131,1571.045381,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1132,1571.845352,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1133,1573.806563,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1134,1574.230915,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1135,1575.638155,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1136,1576.161352,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1137,1578.118827,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1138,1579.514055,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1139,1580.372082,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1140,1581.363552,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1141,1582.329487,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1142,1583.394693,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1143,1584.234848,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1144,1586.293211,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1145,1587.004342,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1146,1588.163404,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1147,1589.357946,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1148,1590.835904,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1149,1591.293884,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1150,1592.637167,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1151,1593.584808,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1152,1594.442690,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1153,1596.484492,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1154,1597.715896,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1155,1598.420799,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1156,1599.619349,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1157,1600.048045,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1158,1601.911946,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1159,1602.815405,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1160,1603.655203,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1161,1605.521647,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1162,1606.293418,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1163,1607.556905,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1164,1608.836295,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1165,1610.003264,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1166,1610.253823,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1167,1611.437141,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1168,1613.078855,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1169,1614.710628,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1170,1615.574609,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1171,1616.398395,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1172,1617.734685,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1173,1618.537518,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1174,1619.952501,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1175,1620.774311,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1176,1622.098752,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1177,1622.977768,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1178,1625.021857,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1179,1625.987020,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1180,1626.399919,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1181,1627.755441,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1182,1628.715317,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1183,1629.658669,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1184,1631.194815,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1185,1632.798184,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1186,1633.512517,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1187,1634.516823,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1188,1635.718366,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1189,1637.089190,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1190,1637.994644,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1191,1638.599658,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1192,1639.821236,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1193,1641.899819,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1194,1642.489780,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1195,1644.152066,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1196,1644.713746,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1197,1645.573760,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1198,1646.624867,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1199,1648.270598,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1200,1649.118535,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1201,1650.416989,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1202,1651.732693,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1203,1652.671066,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1204,1654.205897,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1205,1654.726652,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1206,1655.822776,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1207,1657.114236,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1208,1657.567101,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1209,1660.019980,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1210,1660.860057,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1211,1661.836893,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1212,1662.377203,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1213,1664.057265,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1214,1664.968004,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1215,1665.877640,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1216,1667.241125,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1217,1668.368229,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1218,1669.669728,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1219,1671.047182,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1220,1671.984259,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1221,1672.963371,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1222,1673.687445,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1223,1674.648462,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1224,1676.362486,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1225,1677.691227,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1226,1678.630368,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1227,1680.077947,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1228,1680.504770,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1229,1681.812320,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1230,1683.273289,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1231,1684.171657,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1232,1684.558863,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1233,1686.421122,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1234,1688.080143,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1235,1688.933869,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1236,1689.703154,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1237,1691.051560,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1238,1691.515193,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1239,1693.053021,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1240,1694.017565,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1241,1695.832554,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1242,1696.654997,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1243,1697.342514,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1244,1699.229547,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1245,1699.966817,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1246,1700.820303,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1247,1701.825551,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1248,1702.923250,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1249,1704.291412,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1250,1706.256032,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1251,1706.615665,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1252,1707.912312,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1253,1708.512116,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1254,1709.780842,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1255,1711.137603,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1256,1712.155398,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1257,1713.055342,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1258,1714.717145,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1259,1715.825283,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1260,1716.769984,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1261,1717.974485,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1262,1718.954152,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1263,1719.724469,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1264,1720.498071,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1265,1722.844662,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1266,1723.532823,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1267,1724.733959,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1268,1725.638628,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1269,1726.605701,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1270,1728.166507,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1271,1728.644486,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1272,1730.023873,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1273,1731.014194,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1274,1732.430170,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1275,1733.840825,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1276,1735.175466,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1277,1735.624715,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1278,1736.305663,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1279,1737.893885,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1280,1738.783238,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1281,1740.169116,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1282,1741.779168,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1283,1742.467681,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1284,1743.426437,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1285,1744.721512,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1286,1746.097499,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1287,1746.595457,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1288,1747.781696,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1289,1748.563987,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1290,1750.822818,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1291,1751.617795,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1292,1752.511511,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1293,1753.661355,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1294,1754.763370,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1295,1755.169694,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1296,1757.046518,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1297,1757.984077,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1298,1759.240086,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1299,1760.215166,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1300,1761.854900,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1301,1762.497689,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1302,1763.719121,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1303,1764.591477,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1304,1765.400494,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1305,1766.676244,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1306,1768.295971,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1307,1769.940952,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1308,1770.243677,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1309,1771.212945,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1310,1772.328000,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1311,1773.894916,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1312,1774.660431,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1313,1775.341988,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1314,1777.255860,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1315,1778.041735,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1316,1779.552271,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1317,1780.665228,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1318,1781.355638,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1319,1782.439067,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1320,1783.084830,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1321,1784.607946,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1322,1786.342201,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1323,1787.049273,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1324,1788.215123,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1325,1789.242180,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1326,1790.449562,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1327,1791.254410,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1328,1792.616103,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1329,1793.525391,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1330,1794.178482,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1331,1796.465141,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1332,1797.376336,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1333,1798.147067,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1334,1799.231647,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1335,1800.024724,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1336,1801.309637,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1337,1802.301283,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1338,1803.796844,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1339,1804.904161,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1340,1806.289667,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1341,1806.578392,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1342,1808.714432,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1343,1809.119274,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1344,1810.108893,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1345,1810.873719,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1346,1812.420077,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1347,1814.024140,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1348,1814.973082,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1349,1816.338611,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1350,1816.758023,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1351,1817.710609,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1352,1819.260334,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1353,1820.187882,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1354,1821.305708,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1355,1822.427671,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1356,1823.766266,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1357,1825.213677,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1358,1825.915684,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1359,1826.795455,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1360,1828.211270,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1361,1828.621092,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1362,1829.832530,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1363,1831.936380,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1364,1832.984940,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1365,1833.273239,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1366,1834.721560,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1367,1835.883754,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1368,1836.827673,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1369,1838.086943,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1370,1838.640289,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1371,1840.195563,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1372,1841.478583,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1373,1842.875955,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1374,1843.771058,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1375,1844.759044,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1376,1845.417534,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1377,1846.353253,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1378,1848.330981,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1379,1848.722761,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1380,1850.601184,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1381,1851.400362,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1382,1852.342205,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1383,1853.519343,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1384,1854.855632,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1385,1855.592935,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1386,1856.389179,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1387,1857.498075,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1388,1859.495272,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
1389,1860.541388,0.00000000,0.90000000,0.00000000,0.00000000,0.000000000000,0.00000000
